,loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
373,2022-06-02T10:55:24.536+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.41239416667,-0.208099365234375,0.5230255126953125,1.05206298828125,34651.40365716667,2.624043862363189,-1.514248253410632,0.2601528354194655,-3.597278118133545,-5.844968318939209,7.374119281768799,0.7147908210754395,0.5880693197250366,0.7519885897636414,XArbitraryZVertical,0.6824808660069274,-0.0831371847399702,0.6738812527471604,0.2705404988656961,-0.964806079864502,-0.2572282552719116,-0.0546161532402038,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
374,2022-06-02T10:55:24.546+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.42236716667,-0.228302001953125,0.699981689453125,1.251296997070312,34651.41363016667,2.57950323266584,-1.567087990052699,0.1815824190420125,-5.558187484741211,-6.688590526580811,8.1217679977417,0.7754530310630798,0.7036117315292358,1.055710315704346,XArbitraryZVertical,0.6931252863386076,-0.1332428506398158,0.6600707645962376,0.2571581424342373,-0.9835524559020996,-0.1805862039327621,-0.0036473604850471,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
375,2022-06-02T10:55:24.556+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.43234016667,-0.248260498046875,0.9527130126953124,1.4747314453125,34651.42360316667,2.512266446260181,-1.629078076967358,0.0984946251922332,-7.310983180999756,-7.609461784362793,8.93549633026123,0.7651616930961609,0.7983171343803406,1.193330526351929,XArbitraryZVertical,0.7013102482238128,-0.1927359880568181,0.6406379829545378,0.246170250632341,-0.993463695049286,-0.0983354523777961,0.0579664520919323,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
376,2022-06-02T10:55:24.566+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.44231316667,-0.48858642578125,1.077392578125,1.72900390625,34651.43357616667,2.422731327026306,-1.705613502773269,0.012793115179165,-8.989002227783203,-8.7427396774292,9.804800033569336,0.7425843477249146,0.9655057787895204,1.340333342552185,XArbitraryZVertical,0.7064685045376067,-0.2609623186126175,0.6141250169562577,0.2359055929353758,-0.9908449053764344,-0.0127927660942077,0.1343981623649597,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
377,2022-06-02T10:55:24.576+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.45228616667,-0.3231964111328125,1.2955322265625,2.04510498046875,34651.44354916667,2.309279999807775,-1.803198305059702,-0.0678719242632814,-10.30752849578857,-10.24724292755127,10.22644329071045,0.4822890758514404,1.009572744369507,1.499218702316284,XArbitraryZVertical,0.708456052783927,-0.3361289515921584,0.5778397214543354,0.2262931425151382,-0.9708754420280457,0.0678198263049125,0.2297853082418442,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
378,2022-06-02T10:55:24.586+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.46225916667,0.2114105224609375,1.602706909179688,2.54693603515625,34651.45352216667,2.176407958066638,-1.92776987341772,-0.1350107033619392,-11.14039897918701,-11.95877170562744,10.34005165100098,0.6052358746528625,1.160931348800659,1.698844790458679,XArbitraryZVertical,0.7080929647145173,-0.4144085941320549,0.5297609937823258,0.2149958518979146,-0.9284323453903198,0.1346009224653244,0.3462602496147156,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
379,2022-06-02T10:55:24.596+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.47223116667,0.8307342529296875,1.579345703125,2.984298706054688,34651.46349516667,2.027722895370521,-2.079929275486416,-0.1820575334208401,-11.67229270935059,-13.80208778381348,10.558669090271,1.070147275924683,1.421653389930725,2.06757116317749,XArbitraryZVertical,0.704705512882811,-0.4930239483963776,0.4694043733135497,0.199942887900581,-0.8587369918823242,0.18105348944664,0.4793649613857269,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
380,2022-06-02T10:55:24.606+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.48220416667,1.672393798828125,1.303817749023438,3.081741333007812,34651.47346716667,1.867599599624748,-2.257957489482496,-0.2040396942186118,-11.81471252441406,-15.68555450439453,10.80510807037354,1.587748050689697,1.376718759536743,2.363112449645996,XArbitraryZVertical,0.6970143556666952,-0.5698807997763847,0.396698766909055,0.1789885321746367,-0.757013738155365,0.2026268690824509,0.6211862564086914,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
381,2022-06-02T10:55:24.616+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.49217716667,3.036041259765625,0.997406005859375,3.26910400390625,34651.48344016667,1.70701741281234,-2.455704842101211,-0.197904595935983,-11.38834190368652,-17.38217926025391,10.57973003387451,2.293391227722168,1.107202410697937,2.322989463806152,XArbitraryZVertical,0.6844005813329463,-0.6410707968366319,0.3133218351402919,0.1498447707208479,-0.6209974884986877,0.1966152638196945,0.7587518692016602,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
382,2022-06-02T10:55:24.626+02:00,1654160123.439556,53.22901020978689,10.39862284212641,45.55574,0.6108506,0.8545049,-1.0,-1.0,75.97978210449219,48.00000000000001,-9999,34651.50215016667,5.121978759765625,0.9468231201171876,4.367355346679688,34651.49341316667,1.557086053515824,-2.661184572547904,-0.1634409650385097,-10.6493501663208,-18.10086631774902,10.25759315490723,3.492023468017578,0.8346917033195496,2.394115924835205,XArbitraryZVertical,0.6659791946752065,-0.7028269789267607,0.222953233900943,0.1131272760155522,-0.4559822380542755,0.1627142727375031,0.8749880790710449,0,0,0,-1,-1,34650.56078516667,unknown,2,2022-06-02T10:55:23.680+02:00,2022-06-02T10:32:51.428+02:00,153,2.451919,0,0,129.7851,0,0,2022-06-02T10:55:23.680+02:00,675852923.679526,0,-25.08203,101.4933,1,0.86
