loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt)
2022-06-30T09:45:31.983+02:00,4631.685074875,0.01068115234375,-0.0261688232421875,-0.999359130859375,4631.675123875,0.1184314216666228,-0.007196948306825656,0.004705136662343607,-0.04358021914958954,0.03997321799397469,-0.03810189664363861,-0.001455317251384258,-0.02288297563791275,-0.0004947185516357422,XArbitraryZVertical,0.002561388159967689,-0.003452922690784099,0.05917211230361131,0.9982385411407274,-0.007196806371212006,-0.004705119412392378,-0.9999630451202393,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:31.985+02:00,4631.695026875001,-0.003509521484375,-0.002655029296875,-0.9936981201171875,4631.685074875,0.1179270900937803,-0.006880272101033761,0.003671086098218688,-0.07332346588373184,0.02490558288991451,-0.06310232728719711,0.0217723585665226,-0.03858071565628052,0.001754879951477051,XArbitraryZVertical,0.002035065429326534,-0.003325978068456273,0.05892262786226479,0.9982550265685135,-0.006880171597003937,-0.003671077778562903,-0.9999696016311646,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:31.989+02:00,4631.704978875,-0.0132293701171875,0.000823974609375,-0.9888916015625,4631.695026875001,0.117259023961983,-0.006703150134874225,0.003089562379427069,-0.05384577065706253,0.02184885554015636,-0.06682015955448151,0.01738382875919342,-0.02307947166264057,0.0006136298179626465,XArbitraryZVertical,0.001738505506580867,-0.003255288458576418,0.05859035593684268,0.9982753779145315,-0.006703068036586046,-0.003089557401835918,-0.9999727606773376,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:31.998+02:00,4631.714929875,-0.018463134765625,-0.0102081298828125,-0.98114013671875,4631.704978875,0.1165922705071731,-0.006507903129053695,0.002914925619318529,-0.04746270552277565,0.02870862558484077,-0.06630963087081909,0.002997918520122766,0.0002596871927380562,0.006276488304138184,XArbitraryZVertical,0.00164456346295972,-0.003163498738394061,0.0582580133184117,0.9982952523948435,-0.006507829762995243,-0.002914921380579472,-0.9999745488166809,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.008+02:00,4631.724881875,-0.0178070068359375,-0.0138092041015625,-0.980133056640625,4631.714929875,0.1159655349355469,-0.006019302634113137,0.002638892254295958,-0.06189544126391411,0.03665315359830856,-0.06314992904663086,-0.007210514508187771,0.003462658263742924,0.01108682155609131,XArbitraryZVertical,0.001491632061556312,-0.002928124327882243,0.05794600342018774,0.9983143540977186,-0.006019245367497206,-0.00263888924382627,-0.9999784231185913,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.017+02:00,4631.734832875,-0.020477294921875,-0.00372314453125,-0.98529052734375,4631.724881875,0.1152804491760039,-0.005506159010110308,0.002245863871494105,-0.07095152139663696,0.04030115157365799,-0.07146324962377548,-0.01295740716159344,-0.007962473668158054,0.01884222030639648,XArbitraryZVertical,0.001279662465398611,-0.002683812113546315,0.05760496961271878,0.9983350622094285,-0.005506117362529039,-0.002245862036943436,-0.9999822974205017,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.027+02:00,4631.744784875001,-0.0243377685546875,0.0030670166015625,-0.992706298828125,4631.734832875,0.1145736371576306,-0.005280919906942861,0.001408366936115567,-0.07629335671663284,0.04569955542683601,-0.06917555630207062,-0.01252650655806065,-0.01240104343742132,0.01985204219818115,XArbitraryZVertical,0.0008542063907746901,-0.002595806465939072,0.05725341923420303,0.9983559480732037,-0.005280890036374331,-0.001408366486430168,-0.9999850392341614,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.038+02:00,4631.754735875001,-0.02398681640625,0.003021240234375,-0.995391845703125,4631.744784875001,0.1138525628601352,-0.005373836003579326,-0.0001143979830844434,-0.0715678408741951,0.04609477147459984,-0.07575330138206482,-0.01510387472808361,-0.003837748663499951,0.01469504833221436,XArbitraryZVertical,9.576735566840759e-05,-0.002685816810225664,0.0568954911119184,0.9983764756753569,-0.005373809952288866,0.0001143979825428687,-0.9999855756759644,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.047+02:00,4631.764687875,-0.0211639404296875,0.0045166015625,-0.99713134765625,4631.754735875001,0.113044108616394,-0.004976727193733435,-0.0002524046811778379,-0.06772403419017792,0.04709913581609726,-0.08391246199607849,-0.01936145126819611,0.002814405364915729,0.007281303405761719,XArbitraryZVertical,1.4571975318171e-05,-0.002491516523274191,0.05649209940379843,0.9983999788944208,-0.004976706579327583,0.00025240468676202,-0.9999876022338867,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.058+02:00,4631.774639875001,-0.0229339599609375,0.0056304931640625,-1.005813598632812,4631.764687875,0.1121694964315097,-0.004019451849931019,0.0001141635053575054,-0.06881113350391388,0.04759261757135391,-0.08811333775520325,-0.01996776461601257,0.00313519686460495,0.004600107669830322,XArbitraryZVertical,0.0001696477111984806,-0.002003364925471044,0.05605512406606786,0.9984256245195009,-0.004019441083073616,-0.000114163507532794,-0.9999918937683105,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.067+02:00,4631.784590875001,-0.02667236328125,0.016387939453125,-1.006912231445312,4631.774639875001,0.1112682508320427,-0.003206837586875392,7.110384214263053e-05,-0.06236295774579048,0.04424594342708588,-0.09128055721521378,-0.01795749738812447,0.004587498027831316,0.002863526344299316,XArbitraryZVertical,0.0001246556341443065,-0.001598960505468324,0.05560530385626516,0.9984515072781123,-0.00320683210156858,-7.110384467523545e-05,-0.9999948740005493,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.077+02:00,4631.794542875,-0.0313873291015625,0.0191802978515625,-1.001068115234375,4631.784590875001,0.1103589846799087,-0.002782880876629995,-0.0004621686541394429,-0.05599933490157127,0.04313753545284271,-0.09079666435718536,-0.02015147171914577,0.005168117117136717,-0.005817532539367676,XArbitraryZVertical,-0.0001539923971946944,-0.001402066832227618,0.05515176205512234,0.9984769724204634,-0.002782877068966627,0.000462168623926118,-0.9999960064888,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.088+02:00,4631.804493875,-0.02838134765625,0.01263427734375,-0.99285888671875,4631.794542875,0.1094037045042713,-0.002586284653789026,-0.0009487490569122215,-0.04192066565155983,0.04714668542146683,-0.09911405295133591,-0.02408647164702415,0.01543898228555918,-0.00691598653793335,XArbitraryZVertical,-0.000402962586822724,-0.001317143826054101,0.05467513826807786,0.9985032100725209,-0.002586280694231391,0.0009487489005550742,-0.9999961853027344,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.097+02:00,4631.814445875,-0.0265655517578125,0.00384521484375,-0.98431396484375,4631.804493875,0.1084301276372923,-0.002478581033006464,-0.001037792895041821,-0.03576237335801125,0.05275024101138115,-0.09375125169754028,-0.02890913933515549,0.01814229600131512,-0.001071691513061523,XArbitraryZVertical,-0.0004509783582908752,-0.001265587430115136,0.05418910439983061,0.9985297447681832,-0.002478577196598053,0.00103779265191406,-0.9999963641166687,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.107+02:00,4631.824397875001,-0.022308349609375,-0.0033111572265625,-0.9798431396484375,4631.814445875,0.1075458827360861,-0.002302061810782145,-0.001102733260298087,-0.0539996325969696,0.05737962573766708,-0.08413020521402359,-0.02607967704534531,0.01153133530169725,0.007137894630432129,XArbitraryZVertical,-0.0004887048183561649,-0.001179001075074273,0.05374762154391333,0.998553720959853,-0.002302058273926377,0.001102733076550066,-0.9999967217445374,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.117+02:00,4631.834348875001,-0.01947021484375,-0.0007476806640625,-0.9802398681640625,4631.824397875001,0.1067535012625106,-0.002202968782409914,-0.001684560063384803,-0.08681696653366089,0.05430899932980537,-0.07524164021015167,-0.02436297573149204,0.002160446718335152,0.01568222045898438,XArbitraryZVertical,-0.000782314141099327,-0.001144851848104054,0.05335228410140395,0.9985747811976285,-0.002202963922172785,0.001684559276327491,-0.9999961256980896,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.127+02:00,4631.844300875,-0.016326904296875,0.012451171875,-0.9864501953125,4631.834348875001,0.1060352059953175,-0.002200421886669733,-0.002794529123425047,-0.1273636668920517,0.05676662921905518,-0.06696370244026184,-0.02010832540690899,-0.006105891428887844,0.02015054225921631,XArbitraryZVertical,-0.001336996677150037,-0.001172708448353016,0.05299421466111661,0.9985933418181039,-0.002200411632657051,0.00279452558606863,-0.9999936819076538,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.137+02:00,4631.854251875,-0.0117645263671875,0.0184326171875,-0.999176025390625,4631.844300875,0.1054063345116407,-0.002140969691059921,-0.004202454805417755,-0.1513009518384933,0.05917305871844292,-0.05805596709251404,-0.01732965372502804,-0.004950332920998335,0.01974904537200928,XArbitraryZVertical,-0.002041915402425619,-0.001179685838680947,0.05268087136297546,0.9986086287139028,-0.002140949247404933,0.004202442243695259,-0.999988853931427,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
2022-06-30T09:45:32.147+02:00,4631.864203875,-0.0037384033203125,0.0256500244140625,-1.007308959960938,4631.854251875,0.1048538932639827,-0.001969128686172941,-0.005608560123377164,-0.1262854784727097,0.06634669750928879,-0.05058426782488823,-0.01435819547623396,0.006842431612312794,0.01353216171264648,XArbitraryZVertical,-0.002748827988973705,-0.001130159689789085,0.052405455493273,0.9986215352574244,-0.001969096483662724,0.005608530715107918,-0.9999823570251465,0,0,0,-1,-1,4629.63745,unknown,2,2022-06-30T09:45:29.922+02:00,2022-06-30T08:20:05.567+02:00,1379,1.385177,0,0,1089.191,0,0,2022-06-30T09:44:05.799+02:00
