loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2022-06-02T11:12:45.333+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.435735,-0.3048095703125,-0.6051025390625,-0.78289794921875,4249.425741,-0.5193469490824174,-0.3498610025246372,0.7684631422905315,0.202521875500679,-0.5029687285423279,-0.5474970936775208,-0.03721816837787628,0.07619565725326538,-0.1550049781799316,XArbitraryZVertical,-0.3153218058310101,0.2507191607476176,0.2974616178747977,-0.8655799027086392,-0.2464426606893539,-0.6950311064720154,-0.6754240989685059,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.336+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.445729,-0.33917236328125,-0.5931854248046875,-0.7653961181640625,4249.435735,-0.5254644290373187,-0.3506246043245487,0.7725225575544977,0.2520191073417664,-0.488835334777832,-0.5544193983078003,-0.04478421807289124,0.056815505027771,-0.1136897206306458,XArbitraryZVertical,-0.3162619422812408,0.2523651342705199,0.300349614550998,-0.863759400331377,-0.245987206697464,-0.6979439854621887,-0.6725804209709167,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.339+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.455724,-0.33929443359375,-0.6021881103515625,-0.749755859375,4249.445729,-0.5314340393062917,-0.3510254085032893,0.7767080928161642,0.230706050992012,-0.4217365980148315,-0.5376788973808289,-0.0812421590089798,0.113288938999176,-0.1046050190925598,XArbitraryZVertical,-0.3173238495052537,0.2538488171398584,0.3031117988341306,-0.8619683158275363,-0.2452500760555267,-0.7009353637695312,-0.6697326898574829,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.355+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.465718,-0.3437652587890625,-0.6246490478515625,-0.7417144775390625,4249.455724,-0.5374656682089891,-0.3507150516926598,0.7801929369071744,0.1144617274403572,-0.3595427274703979,-0.5118363499641418,-0.09616096317768097,0.1060960292816162,-0.08979815244674683,XArbitraryZVertical,-0.3181652951251621,0.2549812518269878,0.3057590881071841,-0.8603875184873867,-0.2442015111446381,-0.7034165859222412,-0.6675108075141907,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.368+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.475713,-0.327606201171875,-0.620025634765625,-0.7467803955078125,4249.465718,-0.5439727602794808,-0.3494588429254102,0.7823610098041892,-0.0186907947063446,-0.3056814968585968,-0.5024605989456177,-0.1011845469474792,0.08837878704071045,-0.07797163724899292,XArbitraryZVertical,-0.3184978542793911,0.2556712725854808,0.3084160236577256,-0.8591104923386589,-0.2428400665521622,-0.7049559354782104,-0.6663826107978821,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.370+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.485707,-0.31488037109375,-0.642486572265625,-0.7436065673828125,4249.475713,-0.5507796546541325,-0.3475573571370624,0.783445484192104,-0.1058027967810631,-0.2677929699420929,-0.4813752770423889,-0.09340476989746094,0.08502769470214844,-0.07710111141204834,XArbitraryZVertical,-0.3184065025006962,0.2560376908154545,0.3110640376316158,-0.8580799091724692,-0.2413119673728943,-0.7057246565818787,-0.6661239862442017,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.372+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.495701,-0.3058013916015625,-0.6132965087890625,-0.7249755859375,4249.495701,-0.5645792045989905,-0.342079612243864,0.783273703703417,-0.207571804523468,-0.1568095237016678,-0.4457205533981323,-0.0718853622674942,0.07106631994247437,-0.06749635934829712,XArbitraryZVertical,-0.317422641137296,0.2558669306876322,0.3161048116308247,-0.8566519214802991,-0.2377001494169235,-0.7056029438972473,-0.6675499677658081,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.373+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.505696,-0.286834716796875,-0.594696044921875,-0.697418212890625,4249.495701,-0.5645792045989905,-0.342079612243864,0.783273703703417,-0.207571804523468,-0.1568095237016678,-0.4457205533981323,-0.0718853622674942,0.07106631994247437,-0.06749635934829712,XArbitraryZVertical,-0.317422641137296,0.2558669306876322,0.3161048116308247,-0.8566519214802991,-0.2377001494169235,-0.7056029438972473,-0.6675499677658081,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.380+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.51569,-0.2764129638671875,-0.593231201171875,-0.65869140625,4249.505696,-0.5714632431280723,-0.3386446898164751,0.7828078053051835,-0.2084738463163376,-0.1193791255354881,-0.4526652097702026,-0.0589643269777298,0.1083337068557739,-0.04368400573730469,XArbitraryZVertical,-0.3168796778918484,0.2554427245982048,0.3184972728201662,-0.856093285080876,-0.2355149686336517,-0.7052727341651917,-0.6686725616455078,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
2022-06-02T11:12:45.388+02:00,1654161164.998786,53.22911019056088,10.39860531461296,36.55441,0.2181662,0.7090729,333.8109883625764,66.43211408036639,2.400000095367432,7.999579855010836,-9999,4249.525684,-0.25054931640625,-0.5993499755859375,-0.621429443359375,4249.51569,-0.5786001730973072,-0.3345880917117933,0.7822715026439,-0.235284149646759,-0.07347714900970459,-0.4751803874969482,-0.05073614418506622,0.1099981069564819,-0.009646832942962646,XArbitraryZVertical,-0.3163785471730109,0.254783835614303,0.3208978465787999,-0.8555783599800415,-0.232924684882164,-0.7048924565315247,-0.6699796319007874,0,0,0,-1,-1,4245.271171375,unknown,2,2022-06-02T11:12:41.134+02:00,2022-06-02T10:17:13.754+02:00,768,1.733297,0,0,615.1182,0,0,2022-06-02T11:12:43.691+02:00,675853963.6906114,0,3.75,101.337,1,0.72
