loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationSpeedAccuracy(m/s),locationCourse(°),locationCourseAccuracy(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState(N),batteryLevel(R)
2022-06-02T11:08:42.169+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.289372416667,-0.0776824951171875,-0.2531585693359375,-0.9173736572265625,4006.279377416667,0.1266748272072595,-0.02563768889286595,0.3054358074349919,-0.1144202500581741,0.1604990065097809,-0.2068126946687698,-0.04230879619717598,0.04672625660896301,0.04938036203384399,XArbitraryZVertical,0.1526093611028159,-0.003015928837614786,0.06060715771944968,0.9864218415128598,-0.02444839477539062,-0.3007088303565979,-0.953402578830719,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.175+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.299366416667,-0.06414794921875,-0.25677490234375,-0.924774169921875,4006.289372416667,0.1245881509692082,-0.02357948920706403,0.304047605140651,-0.1379857659339905,0.164092943072319,-0.1941123455762863,-0.05712448060512543,0.04547831416130066,0.03902661800384521,XArbitraryZVertical,0.1518601469810439,-0.002203902915807538,0.0597496037496404,0.9865918439755781,-0.02249587327241898,-0.299384593963623,-0.9538672566413879,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.177+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.309360416667,-0.059844970703125,-0.2694091796875,-0.9314117431640625,4006.299366416667,0.1227598288915888,-0.02198180405072278,0.3017122748471813,-0.1662387400865555,0.154568076133728,-0.1842037290334702,-0.04981359839439392,0.04627054929733276,0.03423404693603516,XArbitraryZVertical,0.15065906560813,-0.001627286180033851,0.0589924324401926,0.9868226821506817,-0.02098717540502548,-0.2971555590629578,-0.9545983672142029,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.183+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.319355416667,-0.0608062744140625,-0.2700653076171875,-0.937713623046875,4006.309360416667,0.1212237742764209,-0.02122399915494158,0.2986917032126522,-0.2002630233764648,0.128026470541954,-0.1672673523426056,-0.04095078259706497,0.02719548344612122,0.02749800682067871,XArbitraryZVertical,0.149145360987962,-0.001461913123522356,0.05832108539947729,0.9870927570794746,-0.02028272673487663,-0.2942700982093811,-0.9555070400238037,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.192+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.329349416667,-0.0634307861328125,-0.2108917236328125,-0.9342041015625,4006.319355416667,0.1199075810571574,-0.02088131214450779,0.2957666085740999,-0.2071874141693115,0.1034851148724556,-0.1462549567222595,-0.03875789791345596,0.02116379141807556,0.02260887622833252,XArbitraryZVertical,0.1476908703655284,-0.001479845248227701,0.05772507375176865,0.9873464249209988,-0.01997317187488079,-0.2914732694625854,-0.9563704133033752,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.203+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.339343416667,-0.0801239013671875,-0.2762603759765625,-0.9300079345703125,4006.329349416667,0.1196139246623644,-0.02206902777833965,0.2937502948129232,-0.08962029963731766,0.07559968531131744,0.03011316247284412,-0.04072188213467598,0.02385783195495605,0.01598316431045532,XArbitraryZVertical,0.1467295336762462,-0.002149111169116871,0.05751221785320482,0.9875009339979922,-0.02112198062241077,-0.2895438969135284,-0.9569316506385803,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.212+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.349338416667,0.0007171630859375,-0.3003082275390625,-0.8940887451171875,4006.339343416667,0.1194443898558059,-0.02259209746742874,0.2925252387530579,-0.1072933375835419,0.1433376520872116,-0.1413842290639877,-0.06659579277038574,0.08965587615966797,0.006529748439788818,XArbitraryZVertical,0.146139585263844,-0.002456990219053966,0.0574023049553582,0.9875940822293788,-0.02163051627576351,-0.2883711159229279,-0.9572743773460388,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.222+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.359332416667,-0.034759521484375,-0.279510498046875,-0.9112091064453125,4006.349338416667,0.1182426946012258,-0.02227358601646665,0.2914224685427569,-0.1579383909702301,0.05484933406114578,-0.1467038840055466,-0.007048655301332474,-0.0264056921005249,0.05507171154022217,XArbitraryZVertical,0.1455845553936689,-0.002420634459149322,0.05684297801009917,0.9877084780015138,-0.02133268117904663,-0.2873150110244751,-0.9575985670089722,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.233+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.369327416667,-0.0810394287109375,-0.3018341064453125,-0.9246826171875,4006.359332416667,0.1169444388464014,-0.02250594123147485,0.2896962009185732,-0.1653236746788025,0.03766648471355438,-0.1507344543933868,0.01253312081098557,0.002519011497497559,0.05397427082061768,XArbitraryZVertical,0.1447370365728419,-0.002681200559088564,0.05620179873891629,0.9878690405161578,-0.02156631276011467,-0.2856611013412476,-0.9580879807472229,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
2022-06-02T11:08:42.242+02:00,1654160922.00024,53.22912066769875,10.39856500788329,37.13083,0.03524953,0.7171914,59.2043256124807,180,2.400000095367432,7.999579855010837,-9999,4006.379321416667,-0.0008087158203125,-0.304046630859375,-0.9052886962890625,4006.369327416667,0.1158696122938662,-0.02289822072464141,0.2879149931524225,-0.1671817600727081,0.1214466094970703,-0.1553526371717453,-0.0465124100446701,0.002337425947189331,0.04716390371322632,XArbitraryZVertical,0.1438667785338816,-0.003005242845675167,0.05566000094750585,0.9880258892760055,-0.0219537653028965,-0.2839536666870117,-0.9585866332054138,0,0,0,-1,-1,4004.803703375,unknown,2,2022-06-02T11:08:40.666+02:00,2022-06-02T10:17:13.754+02:00,757,1.541467,0,0,607.4087,0,0,2022-06-02T11:08:40.666+02:00,675853720.6658913,0,4.703125,101.3248,1,0.74
