,loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt)
258,2022-06-30T09:54:38.615+02:00,5148.028551625001,1.9428099060058595,-9.450597381591798,18.109940185546876,5148.018600625001,2.997967532995659,2.655261071729237,0.6803134702852619,0.11480662971735,-0.813099205493927,1.54863429069519,-0.1924819946289062,-0.2660741209983826,1.202346324920654,XArbitraryZVertical,0.9068465469176183,-0.1457741619681745,-0.2496298762874637,0.3066988394659348,0.363334447145462,-0.6290367245674133,0.6872415542602539,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
259,2022-06-30T09:54:38.625+02:00,5148.038503625,2.2173390197753906,-9.921218719482427,17.881814575195314,5148.028551625001,2.982420778074323,2.65794792535252,0.6866523582182745,-0.1070559918880463,-0.631046712398529,1.161932110786438,-0.1760316491127014,-0.3037310838699341,1.175863742828369,XArbitraryZVertical,0.9049388833826892,-0.1530402530294213,-0.2507663874285045,0.3078644715055215,0.3596251904964447,-0.6339517831802368,0.6846714019775391,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
260,2022-06-30T09:54:38.635+02:00,5148.048454625,2.568808135986328,-9.532776489257813,18.008002166748053,5148.038503625,2.972441998098966,2.659520121642687,0.6927101471297028,-0.2268388420343399,-0.3387088775634766,0.7596637606620789,-0.1464495658874512,-0.3555457592010498,1.151904582977295,XArbitraryZVertical,0.9033138089788172,-0.1579063617974608,-0.25157872733711,0.309512189203454,0.3567611873149872,-0.6386250257492065,0.6818205118179321,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
261,2022-06-30T09:54:38.645+02:00,5148.058406625,2.9991632080078126,-9.272018737792969,18.905386047363283,5148.048454625,2.967347790742034,2.661272437392138,0.6970890210375607,-0.1709727942943573,0.0280838496983051,0.3260024189949036,-0.1092755794525146,-0.3578588366508484,1.141178369522095,XArbitraryZVertical,0.9023656094506892,-0.1603608454536755,-0.2515725316979593,0.3110179220878563,0.3542706072330475,-0.6419885158538818,0.6799585819244385,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
262,2022-06-30T09:54:38.654+02:00,5148.068357625,3.616030426025391,-9.208251342773439,19.933897247314448,5148.058406625,2.966869476880644,2.664154648770391,0.6986629262410321,-0.076894499361515,0.4916056990623474,-0.1298711001873016,-0.0689009428024292,-0.3054444193840027,1.196127414703369,XArbitraryZVertical,0.9024132416267852,-0.1602797435467957,-0.25034560036231,0.3119102081246617,0.3518445789813995,-0.6431944370269775,0.6800785064697266,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
263,2022-06-30T09:54:38.665+02:00,5148.078309625001,4.524341583251953,-8.824898529052735,21.337827758789064,5148.068357625,2.971498738027249,2.668741596743418,0.6978216337106996,-0.1193243116140366,1.024955749511719,-0.6013919711112976,-0.0146324038505554,-0.3026553988456726,1.294915199279785,XArbitraryZVertical,0.90349911159759,-0.1573930662956254,-0.2475526862982358,0.3124651112778834,0.348967581987381,-0.6425500512123108,0.6821664571762085,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
264,2022-06-30T09:54:38.674+02:00,5148.088260625001,5.6326368713378905,-8.012388153076172,23.00101913452149,5148.078309625001,2.982498312357872,2.674954150687982,0.6958475542905488,-0.3035783171653748,1.64703631401062,-1.106692671775818,0.0645732283592224,-0.2839056253433228,1.413805961608887,XArbitraryZVertical,0.9054542252422694,-0.1512583515213241,-0.2430260883887651,0.3133878609319497,0.3452929258346558,-0.6410361528396606,0.6854528784751892,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
265,2022-06-30T09:54:38.684+02:00,5148.098212625,6.284680938720704,-6.995103607177735,24.894282073974615,5148.088260625001,3.000718033994808,2.683321029105105,0.6934659208863958,-0.5278619527816772,2.375704765319824,-1.63410747051239,0.1808061897754669,-0.2239220142364502,1.568310976028442,XArbitraryZVertical,0.9082029865193458,-0.1414562134316251,-0.2363805934478753,0.315090036285823,0.3402202427387238,-0.6392064094543457,0.689685046672821,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
266,2022-06-30T09:54:38.695+02:00,5148.108163625,6.761738891601563,-5.879922637939454,26.906846923828127,5148.098212625,3.026374615000955,2.694328718791964,0.691032220905651,-0.761677086353302,3.116973161697388,-2.153205871582031,0.281893402338028,-0.126659095287323,1.74481725692749,XArbitraryZVertical,0.9116241772235262,-0.1278112233880993,-0.2273346257855766,0.3176863451097384,0.3332797288894653,-0.6373329162597656,0.6947886943817139,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
267,2022-06-30T09:54:38.704+02:00,5148.118115625,7.432344360351563,-4.62762680053711,29.156668395996096,5148.108163625,3.058882199647239,2.708411327062484,0.6887578832343986,-0.9789809584617616,3.869453907012939,-2.579270839691162,0.3343615233898163,-0.024714708328247,1.939776301383972,XArbitraryZVertical,0.9155073753149408,-0.1104979645428898,-0.2157423528445578,0.3210790802796492,0.3240702748298645,-0.6355786919593811,0.700727105140686,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
268,2022-06-30T09:54:38.714+02:00,5148.12806625,8.452173614501953,-4.511168975830079,31.423404693603512,5148.118115625,3.097680767501632,2.725498084856721,0.6877934985490948,-1.335216641426086,4.508293151855469,-3.003143787384033,0.4136539399623871,0.1112744808197021,2.144016742706299,XArbitraryZVertical,0.9193958567952096,-0.089846168511194,-0.2016513665635493,0.3255391401150288,0.3122979700565338,-0.6348338723182678,0.7067221403121948,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
269,2022-06-30T09:54:38.724+02:00,5148.138018250001,9.989177398681637,-4.330045623779297,33.05965209960938,5148.12806625,-3.139587651337548,2.744294380718709,0.6897013605738892,-1.845807909965515,5.119626522064209,-3.396608591079712,0.5002151727676392,0.1797182559967041,2.378220558166504,XArbitraryZVertical,0.9226842837537768,-0.0657888085087035,-0.185394403546036,0.3315939624855898,0.2984906733036041,-0.6363068222999573,0.7113488912582397,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
270,2022-06-30T09:54:38.734+02:00,5148.147969250001,11.639495544433593,-3.659440155029297,33.80704788208008,5148.138018250001,-3.086337179556751,2.76378610272307,0.6956020965751634,-2.354279279708862,5.614259243011475,-3.786908626556396,0.652000904083252,0.1865174174308777,2.58508563041687,XArbitraryZVertical,0.9248160536244856,-0.0384692782067107,-0.1672232168164742,0.3395171669914389,0.2831794619560242,-0.6408477425575256,0.7135292291641235,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
271,2022-06-30T09:54:38.744+02:00,5148.15792125,13.233830108642575,-2.8165429687500003,34.61237319946289,5148.147969250001,-3.026449385387239,2.78341007336032,0.7055167738303364,-2.819311141967773,6.063038349151611,-4.08292818069458,0.8335044384002686,0.2339683771133423,2.697545051574707,XArbitraryZVertical,0.9254253898589512,-0.008308548767854,-0.1473281394677766,0.3490174167048145,0.2668827474117279,-0.6484273076057434,0.7129623889923096,0,0,0,-1,-1,5147.278148625001,unknown,2,2022-06-30T09:54:37.864+02:00,2022-06-30T08:20:05.567+02:00,1418,1.388076,0,0,1121.329,0,0,2022-06-30T09:50:28.075+02:00
