,loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt)
224,2022-06-30T09:40:44.946+02:00,4344.660331375,-4.632566528320313,20.410955200195314,41.38054870605469,4344.650379375,-0.1718888377682548,1.932563841983676,-0.5068093179525693,-7.344181537628174,9.420674324035645,0.7012778520584106,-0.8881868720054626,1.910575151443481,2.948801279067993,XArbitraryZVertical,-0.0735926525076397,0.8057935731579119,-0.2527396853556041,0.5304747519034424,0.8177067041397095,0.4853901267051697,0.3094383180141449,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
225,2022-06-30T09:40:44.955+02:00,4344.670283375001,-8.211025085449219,18.740129699707033,47.377228546142575,4344.660331375,-0.0996199184858444,2.061711906217488,-0.4690138303469742,-7.46225643157959,9.715617179870604,0.8669707179069519,-1.00401496887207,1.873600244522095,3.238409757614136,XArbitraryZVertical,-0.0777689769962835,0.839175043999574,-0.2239554301002275,0.4894703185843265,0.7866689562797546,0.4520068168640137,0.4205255508422852,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
226,2022-06-30T09:40:44.965+02:00,4344.680234375001,-10.609038391113282,19.55623260498047,54.489688110351565,4344.670283375001,-0.0344297612646282,2.186931818209215,-0.4225437305415368,-7.52639627456665,9.740277290344238,0.8473098874092102,-1.216567993164062,1.670545339584351,3.691140651702881,XArbitraryZVertical,-0.0813756494281797,0.8700045443843054,-0.1939687822886564,0.4459217219779036,0.7443391680717468,0.4100817739963531,0.52705979347229,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
227,2022-06-30T09:40:44.975+02:00,4344.690186375,-11.39714950561524,19.329903259277344,62.371248321533194,4344.680234375001,0.0253571439349715,2.30564828927789,-0.3691754108045892,-7.850844383239746,9.412548065185549,0.5421633124351501,-1.528948068618774,1.549462080001831,4.204178810119629,XArbitraryZVertical,-0.0858848621015084,0.8973716422735594,-0.1626686488675552,0.4011071055441843,0.6919427514076233,0.3608465194702148,0.6253041625022888,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
228,2022-06-30T09:40:44.985+02:00,4344.700138375,-11.861932983398438,19.04699157714844,71.69520904541017,4344.690186375,0.0825570689210106,2.415076853061894,-0.3108189644245822,-8.07994270324707,8.710613250732422,-0.0193400830030441,-1.713890790939331,1.687661170959473,4.842828273773193,XArbitraryZVertical,-0.0930604843131682,0.9204226189913852,-0.1300745417525216,0.3567108052928589,0.6324397921562195,0.3058384656906128,0.7116761207580566,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
229,2022-06-30T09:40:44.995+02:00,4344.710089375,-9.827812957763676,20.626656646728513,80.6352182006836,4344.700138375,0.1402149505381845,2.513421586855411,-0.2501430087566228,-8.468364715576172,7.829426288604736,-1.116838932037354,-1.731164693832397,1.722885727882385,5.574003219604492,XArbitraryZVertical,-0.104547865569384,0.9386323444758988,-0.0968788913370313,0.3140915288675659,0.5693759918212891,0.2475425153970718,0.7839218974113464,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
230,2022-06-30T09:40:45.005+02:00,4344.720041375001,-6.406078491210938,22.18222183227539,86.57875854492188,4344.710089375,0.2067456226834275,2.601306897528583,-0.186161332660348,-9.463540077209473,6.960920810699463,-2.758291482925415,-1.71466064453125,1.756501317024231,6.465635299682617,XArbitraryZVertical,-0.1236880301828681,0.951879025353328,-0.06167853716862,0.2735386496494242,0.5054936408996582,0.1850879192352295,0.8427448272705078,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
231,2022-06-30T09:40:45.015+02:00,4344.729992375001,-1.6048127746582033,25.32658309936524,89.60920669555665,4344.720041375001,0.2884358015948538,2.67825785234036,-0.1167409475036743,-10.56515789031982,5.987158298492432,-4.841601371765137,-1.445707201957703,1.986139297485352,7.331217765808105,XArbitraryZVertical,-0.1528960573648235,0.9596154958456512,-0.0232477337619169,0.2349903323645131,0.4438917636871338,0.1164759621024132,0.8884782195091248,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
232,2022-06-30T09:40:45.025+02:00,4344.739944375,0.4628375244140625,26.878406066894534,91.62506469726563,4344.729992375001,0.3890148912149772,2.739206468011983,-0.0411863175465313,-11.58508682250977,4.583784580230713,-7.155306816101074,-1.044297695159912,2.220010042190552,7.906212329864502,XArbitraryZVertical,-0.1933817957226421,0.9603530727174354,0.0188213778228619,0.1999283597225775,0.3912830650806427,0.0411746725440025,0.9193490743637084,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
233,2022-06-30T09:40:45.035+02:00,4344.749896375,-4.198319549560547,35.21367279052735,94.68051086425781,4344.739944375,0.5107109218056803,2.7735784736052,0.0335525954867333,-11.33602237701416,2.133467197418213,-9.975247383117676,-0.523149847984314,2.615257024765015,8.201956748962402,XArbitraryZVertical,-0.2453204067641798,0.9518808579384668,0.0621674191266142,0.1728467134888475,0.3595608174800873,-0.0335462987422943,0.9325185418128968,0,0,0,-1,-1,4336.600465250001,running,2,2022-06-30T09:40:36.885+02:00,2022-06-30T08:20:05.567+02:00,1233,1.427957,0,0,959.237,0,0,2022-06-30T09:40:39.431+02:00
