,loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionHeading(°),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt)
144,2022-06-30T09:48:45.307+02:00,4825.02441925,-14.669045562744136,2.941083984375,16.24691436767578,4825.01446725,-1.10717981531564,1.764848211740608,0.2297739295818068,3.354359149932861,9.115594863891602,3.935707092285156,-2.610639572143555,0.6368145942687988,1.751105189323425,XArbitraryZVertical,0.4652938941067382,0.6143172521444072,-0.2564862084941474,0.5833788204061752,0.9554423093795776,-0.2277573943138123,0.1877681910991669,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
145,2022-06-30T09:48:45.317+02:00,4825.03437025,-14.8971711730957,4.046984252929688,14.945670318603511,4825.02441925,-1.150354500622705,1.865595513757929,0.2608236803019441,3.305384635925293,9.027324676513672,4.13762092590332,-2.478071212768555,0.5480524301528931,1.53003978729248,XArbitraryZVertical,0.4982551104933071,0.62618068118242,-0.2335859470455986,0.5523380134620683,0.9244975447654724,-0.257876455783844,0.2807208001613617,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
146,2022-06-30T09:48:45.327+02:00,4825.044322250001,-16.078514556884762,5.295837249755859,15.149097290039064,4825.03437025,-1.197377704513658,1.967640287026244,0.2887266937187563,3.391689538955688,8.90203857421875,4.209408760070801,-2.379425048828125,0.5845361351966858,1.285647749900818,XArbitraryZVertical,0.5301693779880527,0.6357482448511498,-0.2099290201237719,0.5202637975320085,0.8841094970703125,-0.2847318649291992,0.3705107867717743,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
147,2022-06-30T09:48:45.337+02:00,4825.05427425,-17.49232452392578,7.128326568603516,16.22865234375,4825.044322250001,-1.24954413296221,2.070671132429886,0.3109885867364083,3.727614164352417,8.709854125976562,4.164379119873047,-2.354113578796387,0.7185361385345459,1.067190170288086,XArbitraryZVertical,0.5610677123924361,0.6429345864026456,-0.1868118787190813,0.486764409582634,0.8355435729026794,-0.3059999644756317,0.4563237130641937,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
148,2022-06-30T09:48:45.347+02:00,4825.06422525,-17.964891815185553,8.090974731445312,18.5085612487793,4825.05427425,-1.307103509790683,2.174395480683718,0.3255092654140122,4.088967323303223,8.503007888793945,4.080300807952881,-2.419057369232178,0.8596316576004028,1.006447553634644,XArbitraryZVertical,0.5909906202203543,0.6477897698244095,-0.165075450113262,0.4514959354474889,0.7800650000572205,-0.3197913467884064,0.5378029942512512,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
149,2022-06-30T09:48:45.357+02:00,4825.074177250001,-17.6035432434082,7.0274363708496095,20.4245768737793,4825.06422525,-1.367566624661639,2.277134231536864,0.3311657543324361,4.346530437469482,8.229940414428711,3.803607940673828,-2.502519845962524,1.051784038543701,1.040511608123779,XArbitraryZVertical,0.6193100814702824,0.6506517571291004,-0.1449883804025244,0.4148322183338234,0.7194081544876099,-0.3251456618309021,0.6137853860855103,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
150,2022-06-30T09:48:45.367+02:00,4825.084128250001,-16.914226684570313,5.638624420166016,23.271207275390626,4825.074177250001,-1.427886269241935,2.377634060192325,0.3270527930680575,4.539053440093994,8.0689697265625,3.485974311828613,-2.48639988899231,1.146021127700806,1.202876687049866,XArbitraryZVertical,0.6453836287819068,0.6522219213445833,-0.1266595191877875,0.3768872115617686,0.6551161408424377,-0.3212534487247467,0.6838269233703613,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
151,2022-06-30T09:48:45.377+02:00,4825.09408025,-15.896193695068364,3.6158807373046877,25.577910461425784,4825.084128250001,-1.485255382290094,2.475274561029683,0.3152442103289593,4.397787094116211,7.902828216552734,3.220710515975952,-2.382085561752319,1.026402592658997,1.334651947021484,XArbitraryZVertical,0.6689384860918132,0.65284259922696,-0.1091242241689672,0.3382452572113759,0.5876365900039673,-0.3100486695766449,0.747364342212677,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
152,2022-06-30T09:48:45.387+02:00,4825.10403125,-14.729669494628906,2.8828550720214845,27.711573486328128,4825.09408025,-1.537349359512574,2.568634719563125,0.2989408767369058,4.034698009490967,7.70355224609375,3.029343605041504,-2.242258787155151,0.8692911267280579,1.569159507751465,XArbitraryZVertical,0.6896637637755634,0.6525951821270514,-0.0915701363366472,0.3001641548742015,0.5180765986442566,-0.2945082187652588,0.803033173084259,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
153,2022-06-30T09:48:45.397+02:00,4825.11398325,-14.136004028320313,3.4057177734375004,29.526249847412114,4825.10403125,-1.583902007835288,2.657853491965186,0.2826391625313149,3.277002334594727,7.554766178131104,3.080727815628052,-2.067046403884888,0.6474819183349609,1.757193088531494,XArbitraryZVertical,0.7078176410134677,0.6512011707216013,-0.0727107268362189,0.2639024968598844,0.4466390907764435,-0.2788910567760468,0.8501375317573547,0,0,0,-1,-1,4823.314921,unknown,2,2022-06-30T09:48:43.599+02:00,2022-06-30T08:20:05.567+02:00,1383,1.400134,0,0,1092.013,0,0,2022-06-30T09:48:43.599+02:00
